lemma,cefr_level,ipa,def_en,source_list
romantic,B1,/roʊˈmæntɪk/,Pertaining to love or affectionate relationships between partners.,langeek_b1
rooster,B1,/ˈruːstər/,An adult male chicken.,langeek_b1
rot,B1,/rɑːt/,To become destroyed due to bacteria or fungi action.,langeek_b1
rough,B1,/rʌf/,Having an uneven surface not smooth to touch.,langeek_b1
row,B1,/roʊ/,A line of objects or people placed sequentially.,langeek_b1
rug,B1,/rʌɡ/,Material used to cover or decorate a part of floor.,langeek_b1
rule,B1,/ruːl/,Instructions determining how a game or sport proceeds.,langeek_b1
sadden,B1,/ˈsædən/,To make someone feel unhappy or disappointed suddenly.,langeek_b1
safari,B1,/səˈfɑːri/,A trip to observe wild animals in nature closely.,langeek_b1
sailor,B1,/ˈseɪlər/,A person who works as a member of a ship’s crew.,langeek_b1
salmon,B1,/ˈsæmən/,A silver-colored fish found in both freshwater and saltwater.,langeek_b1
sand,B1,/sænd/,Fine granular particles formed by weathering of rocks.,langeek_b1
sandstorm,B1,/ˈsændˌstɔːrm/,"Strong wind lifting sand particles, reducing visibility.",langeek_b1
santa claus,B1,/ˈsæntə klɔːz/,Imaginary gift-bringing figure with red suit and beard.,langeek_b1
satisfaction,B1,/ˌsætɪsˈfækʃən/,Feeling pleasure after achieving what one desired.,langeek_b1
satisfy,B1,/ˈsætɪsfaɪ/,To make someone happy by meeting their desires.,langeek_b1
saving,B1,/ˈseɪvɪŋ/,Money set aside and not spent.,langeek_b1
scale,B1,/skeɪl/,The size or degree of something compared to another.,langeek_b1
scan,B1,/skæn/,To read text quickly to find information without details.,langeek_b1
scare,B1,/skɛər/,To make someone suddenly feel afraid or frightened.,langeek_b1
scarecrow,B1,/ˈskɛərˌkroʊ/,Object resembling a person used to scare birds away.,langeek_b1
scientific,B1,/ˌsaɪənˈtɪfɪk/,Based on science principles methods or systematic research.,langeek_b1
scot,B1,/skɒt/,A person who is from or descended from Scotland.,langeek_b1
scriptwriter,B1,/ˈskrɪptˌraɪtər/,"A person whose job is writing the story for a movie, play, or show.",langeek_b1
scroll,B1,/skroʊl/,To move displayed content up or down on a screen.,langeek_b1
scuba diving,B1,/ˈskuːbə ˈdaɪvɪŋ/,Swimming underwater using specialized breathing equipment.,langeek_b1
sculpture,B1,/ˈskʌlptʃər/,"Artistic object made by shaping clay, stone, or other materials.",langeek_b1
sea level,B1,/ˈsiː ˌlɛvəl/,Average height of ocean surface relative to land.,langeek_b1
seafood,B1,/ˈsiːfuːd/,"Any edible sea creature like fish, shrimp, or shellfish.",langeek_b1
seaside,B1,/ˈsiːsaɪd/,An area by the sea where people vacation regularly.,langeek_b1
seat belt,B1,/siːt bɛlt/,Safety belt in vehicles to prevent injury during accidents.,langeek_b1
secondary,B1,/ˈsɛkəndɛri/,Less important or ranked below something else primary.,langeek_b1
secret,B1,/ˈsiːkrɪt/,Kept hidden or unknown from other people intentionally privately.,langeek_b1
security,B1,/sɪˈkjʊrəti/,State of being protected from danger or harm.,langeek_b1
seed,B1,/siːd/,Small living plant part that grows into a new plant.,langeek_b1
self-respect,B1,/ˌsɛlf rɪˈspɛkt/,Feeling confident and valuing oneself as a person.,langeek_b1
selfish,B1,/ˈsɛlfɪʃ/,Always prioritizing one's own needs over others'.,langeek_b1
seller,B1,/ˈsɛlər/,A person or company offering something for sale.,langeek_b1
senior,B1,/ˈsiːniər/,"A person advanced in age, often receiving special privileges.",langeek_b1
sense,B1,/sɛns/,"Natural ability to perceive touch, sight, taste, smell.",langeek_b1
separate,B1,/ˈsɛpəreɪt/,To end a relationship or live apart from a partner.,langeek_b1
separated,B1,/ˈsɛpəreɪtɪd/,No longer living with one’s spouse or partner.,langeek_b1
series,B1,/ˈsɪəriːz/,Similar things arranged in order.,langeek_b1
servant,B1,/ˈsɜːrvənt/,A person employed to perform household tasks for others.,langeek_b1
service,B1,/ˈsɜːrvɪs/,Work done for the benefit of others by people or organizations.,langeek_b1
set,B1,/sɛt/,To move below the horizon line.,langeek_b1
set off,B1,/sɛt ɒf/,To start traveling toward a particular location or goal.,langeek_b1
set out,B1,/sɛt aʊt/,To begin a journey toward a planned destination.,langeek_b1
setting,B1,/ˈsɛtɪŋ/,"Time and place where a story, play, or movie occurs.",langeek_b1
sexism,B1,/ˈsɛksɪzəm/,"Unfair treatment based on gender, usually against women.",langeek_b1
sexual,B1,/ˈsɛkʃuəl/,Relating to sex physical intimacy or sexual activity.,langeek_b1
shade,B1,/ʃeɪd/,"Area blocked from sunlight, producing darkness and coolness.",langeek_b1
sharp,B1,/ʃɑːrp/,Having a cutting edge or piercing point capable.,langeek_b1
shave,B1,/ʃeɪv/,To remove hair from the body using a razor.,langeek_b1
shepherd,B1,/ˈʃɛpərd/,Person who guards and manages a flock of sheep.,langeek_b1
shine,B1,/ʃaɪn/,To produce and emit light onto surrounding surfaces.,langeek_b1
shiny,B1,/ˈʃaɪni/,"Bright and smooth, reflecting light effectively visually.",langeek_b1
shock,B1,/ʃɑːk/,To greatly surprise or upset someone unexpectedly.,langeek_b1
shoot,B1,/ʃuːt/,To release a bullet or arrow from a weapon accurately.,langeek_b1
short story,B1,/ʃɔːrt ˈstɔːri/,Complete story brief enough to be read in a short time.,langeek_b1
shortage,B1,/ˈʃɔːrtɪdʒ/,"Lack of required resources, supplies, or personnel.",langeek_b1
shot,B1,/ʃɒt/,Act of injecting medicine or vaccine into body.,langeek_b1
shotgun,B1,/ˈʃɒtɡʌn/,Long gun firing multiple small projectiles at once.,langeek_b1
sidewalk,B1,/ˈsaɪdwɔːk/,Path alongside a street for pedestrians to safely walk.,langeek_b1
sight,B1,/saɪt/,Physical ability to see objects and surroundings clearly.,langeek_b1
signal,B1,/ˈsɪɡnəl/,To communicate messages using sounds or movements to others.,langeek_b1
silent,B1,/ˈsaɪlənt/,Making no sound or completely quiet at times.,langeek_b1
silly,B1,/ˈsɪli/,"Lacking seriousness, often in a playful way.",langeek_b1
similarly,B1,/ˈsɪmɪlərli/,In almost the same way as something else.,langeek_b1
simply,B1,/ˈsɪmpli/,Used to state something plainly and directly.,langeek_b1
single parent,B1,/ˈsɪŋɡəl ˈpɛərənt/,A person who raises children without a partner.,langeek_b1
sister-in-law,B1,/ˈsɪstər ɪn lɔː/,The sister of one’s spouse.,langeek_b1
situation,B1,/ˌsɪtʃuˈeɪʃən/,The state of affairs at a specific time.,langeek_b1
sketch,B1,/skɛtʃ/,To produce a simple or quick drawing of a subject.,langeek_b1
sketching,B1,/ˈskɛtʃɪŋ/,Quickly drawing something without adding many details.,langeek_b1
skillful,B1,/ˈskɪlfəl/,Very competent or able in doing a particular task.,langeek_b1
skydiving,B1,/ˈskaɪˌdaɪvɪŋ/,Jumping from aircraft and performing moves before parachute.,langeek_b1
sleeve,B1,/sliːv/,Clothing part covering the arm either partially or completely.,langeek_b1
slightly,B1,/ˈslaɪtli/,To a small degree or extent.,langeek_b1
slovak,B1,/ˈsloʊvæk/,Slovakia's official language and people of Slovak descent.,langeek_b1
smell,B1,/smɛl/,Ability of nose to detect and distinguish odors.,langeek_b1
smoke,B1,/smoʊk/,Cloud of chemicals produced when something is burned.,langeek_b1
smooth,B1,/smuːð/,Having an even surface without bumps or roughness.,langeek_b1
smoothie,B1,/ˈsmuːði/,"A thick drink made from crushed fruit, milk, or yogurt.",langeek_b1
snail,B1,/sneɪl/,A small soft-bodied creature with a hard shell that moves slowly.,langeek_b1
sniff,B1,/snɪf/,To breathe in audibly through the nose to clear.,langeek_b1
snore,B1,/snɔːr/,To breathe noisily through nose while sleeping at night.,langeek_b1
snowfall,B1,/ˈsnoʊˌfɔːl/,Event of snow falling from the sky to earth.,langeek_b1
snowflake,B1,/ˈsnoʊˌfleɪk/,Unique small piece of ice falling from clouds.,langeek_b1
snowstorm,B1,/ˈsnoʊˌstɔːrm/,Strong wind with heavy falling snow at same time.,langeek_b1
soap opera,B1,/ˈsoʊp ˌɑːpərə/,Serialized TV or radio drama about daily life routines.,langeek_b1
soccer player,B1,/ˈsɒkər ˌpleɪər/,Athlete who plays soccer either professionally or for recreation.,langeek_b1
sociable,B1,/ˈsoʊʃəbl/,Friendly and willing to spend time with others.,langeek_b1
social,B1,/ˈsoʊʃəl/,Related to society and citizens’ interactions and community life.,langeek_b1
social service,B1,/ˈsoʊʃəl ˈsɜːrvɪs/,Government-provided support for financial or family problems.,langeek_b1
soda,B1,/ˈsoʊdə/,A sweet fizzy drink that contains no alcohol.,langeek_b1
sofa bed,B1,/ˈsoʊfə bɛd/,Sofa that unfolds to form a bed for sleeping.,langeek_b1
soft drink,B1,/sɒft drɪŋk/,"A cold non-alcoholic drink, often carbonated.",langeek_b1
sole,B1,/soʊl/,Bottom surface of the foot in contact with ground.,langeek_b1
somewhere,B1,/ˈsʌmˌwɛr/,"In, at, or to an unspecified place.",langeek_b1
son-in-law,B1,/ˈsʌn ɪn lɔː/,The husband of one’s child.,langeek_b1
songwriter,B1,/ˈsɔːŋˌraɪtər/,A person who writes lyrics and sometimes music for songs.,langeek_b1
sort,B1,/sɔːrt/,To organize items into groups by characteristics or criteria.,langeek_b1
sort of,B1,/ˈsɔːrt əv/,To an unclear or limited degree.,langeek_b1
soulmate,B1,/ˈsoʊlˌmeɪt/,A perfect romantic partner ideally suited for someone.,langeek_b1
southern,B1,/ˈsʌðərn/,Located in or toward the south direction geographically.,langeek_b1
sow,B1,/saʊ/,To scatter seeds on the ground for growing crops.,langeek_b1
spam,B1,/spæm/,Unwanted or irrelevant messages sent to many recipients.,langeek_b1
sparkling,B1,/ˈspɑːrklɪŋ/,A drink containing bubbles or carbonation.,langeek_b1
spatula,B1,/ˈspætjʊlə/,Flat kitchen tool for turning or lifting food easily.,langeek_b1
specific,B1,/spɪˈsɪfɪk/,Clearly defined and relating to one particular thing.,langeek_b1
specifically,B1,/spəˈsɪfɪkli/,Only for a particular person or thing.,langeek_b1
spoken,B1,/ˈspoʊkən/,Expressed through speech rather than writing or symbols.,langeek_b1
sportsman,B1,/ˈspɔːrtsmən/,A man who participates in sports professionally.,langeek_b1
spot,B1,/spɒt/,"Small raised red mark on skin, often facial.",langeek_b1
spouse,B1,/spaʊs/,A person’s husband or wife.,langeek_b1
spread,B1,/sprɛd/,"To extend influence, disease, or effect over a larger area.",langeek_b1
stability,B1,/stəˈbɪləti/,"Quality of being steady, secure, and unlikely to change.",langeek_b1
stable,B1,/ˈsteɪbəl/,Farm building designed to house horses or livestock.,langeek_b1
stall,B1,/stɔːl/,"A small table, stand, or shop with an open front for selling goods.",langeek_b1
standard,B1,/ˈstændərd/,Generally accepted as normal usual or expected practice.,langeek_b1
state,B1,/steɪt/,Political area forming a federal country with limited law-making.,langeek_b1
statement,B1,/ˈsteɪtmənt/,Official announcement concerning a particular subject.,langeek_b1
statue,B1,/ˈstætʃuː/,Large object shaped like a person or animal from solid material.,langeek_b1
step,B1,/stɛp/,A flat surface used for moving up or down.,langeek_b1
stick,B1,/stɪk/,To fix an object to another using adhesive materials.,langeek_b1
still,B1,/stɪl/,A non-carbonated drink without bubbles.,langeek_b1
storeroom,B1,/ˈstɔːrruːm/,A room where items are kept when not in use.,langeek_b1
storyline,B1,/ˈstɔːrilaɪn/,"Plot or main sequence of events in a story, movie, or play.",langeek_b1
storyteller,B1,/ˈstɔːritɛlər/,Person who creates and shares stories.,langeek_b1
street light,B1,/ˈstriːt laɪt/,Pole with lamp providing illumination along streets or roads.,langeek_b1
stressed,B1,/strɛst/,Feeling anxious to the point of being unable to relax.,langeek_b1
strongly,B1,/ˈstrɒŋli/,"With great force, intensity, or conviction.",langeek_b1
stubborn,B1,/ˈstʌbərn/,Unwilling to change one's attitude or opinion.,langeek_b1
studio,B1,/ˈstjuːdioʊ/,A tiny apartment containing only one main room.,langeek_b1
stunning,B1,/ˈstʌnɪŋ/,Extremely impressive or surprising in beauty or effect.,langeek_b1
subscribe,B1,/səbˈskraɪb/,To pay in advance to receive something regularly.,langeek_b1
suburb,B1,/ˈsʌbɜːrb/,Residential area located outside a central city location.,langeek_b1
succeed,B1,/səkˈsiːd/,To reach or accomplish a desired goal.,langeek_b1
success,B1,/səkˈsɛs/,The fact of achieving what was intended or desired.,langeek_b1
sudden,B1,/ˈsʌdn/,Happening quickly and unexpectedly without prior warning.,langeek_b1
suffer,B1,/ˈsʌfər/,"To experience physical or mental pain, illness, or hardship.",langeek_b1
sugar-free,B1,/ˈʃʊɡər friː/,Containing no sugar at all.,langeek_b1
suitable,B1,/ˈsuːtəbəl/,Appropriate and fitting for a particular purpose.,langeek_b1
sum,B1,/sʌm/,"Total amount of money, often owed in a transaction.",langeek_b1
summarize,B1,/ˈsʌməraɪz/,To give a short version covering main points only.,langeek_b1
sunbathe,B1,/ˈsʌnbeɪð/,To sit or lie in sun to tan skin.,langeek_b1
sunrise,B1,/ˈsʌnˌraɪz/,Moment when the sun appears above the horizon daily.,langeek_b1
sunset,B1,/ˈsʌnˌsɛt/,Moment when the sun disappears below the horizon daily.,langeek_b1
sunshine,B1,/ˈsʌnˌʃaɪn/,Light and warmth emitted by the sun in daylight.,langeek_b1
super,B1,/ˈsuːpər/,Extremely good enjoyable or impressive in quality.,langeek_b1
supply,B1,/səˈplaɪ/,"Necessary items such as food, clothes, or medicine for people.",langeek_b1
surely,B1,/ˈʃʊrli/,In a manner showing full confidence.,langeek_b1
survive,B1,/sərˈvaɪv/,To remain alive after dangerous or difficult events situations.,langeek_b1
swan,B1,/swɑːn/,A large mostly white waterbird with a long neck.,langeek_b1
sweatshirt,B1,/ˈswɛtʃɜːrt/,Warm long-sleeved casual top typically made of cotton material.,langeek_b1
sweetheart,B1,/ˈswiːthɑːrt/,A loved one addressed in an affectionate manner consistently.,langeek_b1
swimming pool,B1,/ˈswɪmɪŋ puːl/,A structure designed to hold water for swimming purposes.,langeek_b1
switch,B1,/swɪtʃ/,To change completely from one thing to another different.,langeek_b1
symbol,B1,/ˈsɪmbəl/,"Sign or shape representing an idea, group, or concept.",langeek_b1
symptom,B1,/ˈsɪmptəm/,Physical or mental sign indicating a disease or condition.,langeek_b1
system,B1,/ˈsɪstəm/,Programs and hardware working together to perform tasks.,langeek_b1
tailor,B1,/ˈteɪlər/,"Someone who makes or alters clothes, especially for men.",langeek_b1
take part,B1,/teɪk pɑːrt/,To actively engage in an event or group activity.,langeek_b1
take-away,B1,/ˈteɪk əˌweɪ/,Sold to be eaten outside the purchase place.,langeek_b1
tale,B1,/teɪl/,"True or imaginary story full of events, often exciting.",langeek_b1
talented,B1,/ˈtæləntɪd/,Possessing a natural skill or ability for something.,langeek_b1
tangelo,B1,/ˈtændʒəloʊ/,An orange-like fruit from crossing grapefruit and tangerine.,langeek_b1
tangerine,B1,/ˌtændʒəˈriːn/,A small orange fruit with loose skin and juicy flesh.,langeek_b1
tape,B1,/teɪp/,A magnetic medium used to record or store audio music.,langeek_b1
target,B1,/ˈtɑːrɡɪt/,To aim at or direct attacks toward a specific object.,langeek_b1
taste,B1,/teɪst/,Ability to recognize and distinguish flavors in food.,langeek_b1
tear,B1,/tɪər/,Drop of salty liquid produced by the eyes naturally.,langeek_b1
teen,B1,/tiːn/,Someone aged thirteen to nineteen years old.,langeek_b1
temple,B1,/ˈtɛmpəl/,Flat area between eyes and ears on head.,langeek_b1
tend,B1,/tɛnd/,To be likely to happen in usual ways patterns.,langeek_b1
tequila,B1,/təˈkiːlə/,A strong alcoholic beverage produced in Mexico.,langeek_b1
thai,B1,/taɪ/,Official language of Thailand and its native people.,langeek_b1
thanksgiving,B1,/ˌθæŋksˈɡɪvɪŋ/,Holiday for giving thanks with family feasts in North America.,langeek_b1
theory,B1,/ˈθɪəri/,A set of ideas explaining something.,langeek_b1
therefore,B1,/ˈðɛərfɔːr/,Used to introduce a logical result or conclusion.,langeek_b1
thick,B1,/θɪk/,Hair or fur that grows densely or in abundance.,langeek_b1
thief,B1,/θiːf/,Someone who steals without using violence or threats.,langeek_b1
thinking,B1,/ˈθɪŋkɪŋ/,The mental process of considering ideas.,langeek_b1
